Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Jun. 25, 2015 at 8:34 a.m. ET",PROCESSED,Tesla Motors stock price target raised to $360 from $350 at Jefferies,Tesla Motors stock price target raised to $360 from $350 at Jefferies... ,English,0.18329573,0,neutral
"Jun. 25, 2016 at 1:30 p.m. ET",PROCESSED,Auto makers shift gears after Brexit vote,Auto makers shift gears after Brexit vote... ,English,0.7087998,0,neutral
"Jun. 25, 2018 at 11:47 a.m. ET",PROCESSED,"Major support under siege, Dow industrials violate 200-day average","Major support under siege, Dow industrials violate 200-day average... ",English,0.47293463,-0.720000029,negative
"Jun. 25, 2018 at 12:00 p.m. ET",PROCESSED,Tesla: Intensity in Tent City as a Production Update Nears,Tesla: Intensity in Tent City as a Production Update Nears... ,English,0.09925023,0,neutral
"Jun. 25, 2018 at 5:48 a.m. ET",PROCESSED,What we learned from the border ‘crisis’,What we learned from the border ‘crisis’... ,English,0.23890805,0,neutral
"Jun. 25, 2018 at 7:56 a.m. ET",PROCESSED,"Tesla services margin smells fishy, analyst says","Tesla services margin smells fishy, analyst says... ",English,0.5687274,-0.469999999,negative
"Jun. 25, 2019 at 3:44 p.m. ET",PROCESSED,"Strong Q2 Deliveries Could Drive Tesla Stock Higher, Analyst Says","Strong Q2 Deliveries Could Drive Tesla Stock Higher, Analyst Says... ",English,0.94855976,0,neutral
"Jun. 25, 2020 at 12:06 p.m. ET",PROCESSED,Tesla Flops in Initial-Quality Survey. It Likely Doesn’t Matter for the Stock.,Tesla Flops in Initial-Quality Survey... It Likely Doesn’t Matter for the Stock... ,English,0.13720284,0,neutral
"Jun. 25, 2020 at 12:15 p.m. ET",PROCESSED,"Market cross currents resurface, S&P 500 weathers test of 200-day average","Market cross currents resurface, S&P 500 weathers test of 200-day average... ",English,0.17613372,0,neutral
"Jun. 25, 2020 at 3:29 p.m. ET",PROCESSED,The 4-Motor Endurance Electric Truck Is Here. This Stock Can Benefit.,The 4-Motor Endurance Electric Truck Is Here... This Stock Can Benefit... ,English,0.18171416,0.49000001,positive
"Jun. 25, 2020 at 7:00 a.m. ET",PROCESSED,Buying Tesla at $180 and Other Investing Nuggets From NYU Professor Aswath Damodaran,Buying Tesla at $180 and Other Investing Nuggets From NYU Professor Aswath Damodaran... ,English,0.21018423,0,neutral
"Jun. 25, 2020 at 7:55 p.m. ET",PROCESSED,California approves first-of-its-kind rules forcing auto makers to sell more electric trucks,California approves first-of-its-kind rules forcing auto makers to sell more electric trucks... ,English,0.17375253,0.395000011,positive
"Jun. 26, 2014 at 5:00 a.m. ET",PROCESSED,Jim Cramer likes index funds — Who knew?,Jim Cramer likes index funds — Who knew?... ,English,0.9999936,0,neutral
"Jun. 26, 2015 at 1:58 p.m. ET",PROCESSED,Elon Musk is no corporate welfare queen,Elon Musk is no corporate welfare queen... ,English,0.12222996,-0.514000058,negative
"Jun. 26, 2015 at 11:34 a.m. ET",PROCESSED,"Transports diverge, S&P 500 stays the course","Transports diverge, S&P 500 stays the course... ",English,0.16876563,0,neutral
"Jun. 26, 2015 at 2:49 p.m. ET",PROCESSED,Are investors living in the eye of the storm?,Are investors living in the eye of the storm?... ,English,0.13887592,0,neutral
"Jun. 26, 2017 at 2:46 a.m. ET",PROCESSED,A Tesla streaming-music service? Here’s what it might sound like,A Tesla streaming-music service?... Here’s what it might sound like... ,English,0.11188347,0,neutral
"Jun. 26, 2017 at 6:33 p.m. ET",PROCESSED,Elon Musk wants to whisk you from O’Hare to downtown Chicago at 125 mph,Elon Musk wants to whisk you from O’Hare to downtown Chicago at 125 mph... ,English,0.16279359,0,neutral
"Jun. 26, 2018 at 1:29 p.m. ET",PROCESSED,"Why Amazon, Netflix and Tesla shares may get an extra bump until the end of June","Why Amazon, Netflix and Tesla shares may get an extra bump until the end of June... ",English,0.1777257,0,neutral
"Jun. 26, 2018 at 11:51 a.m. ET",PROCESSED,"Gold ETF fee war continues, as new fund undercuts rivals","Gold ETF fee war continues, as new fund undercuts rivals... ",English,0.258977,-0.600000024,negative
"Jun. 26, 2018 at 7:54 p.m. ET",PROCESSED,NTSB says Tesla battery reignited twice after fatal Florida crash,NTSB says Tesla battery reignited twice after fatal Florida crash... ,English,0.9976249,-0.469999999,negative
"Jun. 26, 2019 at 1:10 p.m. ET",PROCESSED,"Tesla, Nike, and 3 Other Stocks That Could Soar on a Trade Deal","Tesla, Nike, and 3 Other Stocks That Could Soar on a Trade Deal... ",English,0.13061567,0.588000059,positive
"Jun. 26, 2019 at 1:24 p.m. ET",PROCESSED,U.S. vehicle sales seen falling in June to ‘resilient’ level as automakers rev up incentives,U.S. vehicle sales seen falling in June to ‘resilient’ level as automakers rev up incentives... ,English,0.11914887,0.400000006,positive
"Jun. 26, 2019 at 11:14 a.m. ET",PROCESSED,Tesla Stock Approaches a Critical Moment. They’re All Critical Moments.,Tesla Stock Approaches a Critical Moment... They’re All Critical Moments... ,English,0.09560971,-0.718364477,negative
"Jun. 26, 2019 at 11:39 a.m. ET",PROCESSED,"Charting a bull-trend pullback, S&P 500 nails major support","Charting a bull-trend pullback, S&P 500 nails major support... ",English,0.09430836,0,neutral
"Jun. 26, 2019 at 9:48 a.m. ET",PROCESSED,"If you could buy only one ETF for these times, this low-volatility fund would be it","If you could buy only one ETF for these times, this low-volatility fund would be it... ",English,0.27737898,-0.600000024,negative
"Jun. 26, 2020 at 1:12 p.m. ET",PROCESSED,Be careful with high-flying electric-vehicle stocks,Be careful with high-flying electric-vehicle stocks... ,English,0.25659695,0.445100009,positive
"Jun. 26, 2020 at 11:54 a.m. ET",PROCESSED,"Bearish momentum persists, S&P 500 back for second crack at 200-day average","Bearish momentum persists, S&P 500 back for second crack at 200-day average... ",English,0.18284506,-0.542022228,negative
"Jun. 26, 2020 at 12:05 p.m. ET",PROCESSED,Nikola Has No Sales or Earnings. How to Value the Soaring Electric-Truck Stock.,Nikola Has No Sales or Earnings... How to Value the Soaring Electric-Truck Stock... ,English,0.16419418,0.533333182,positive
"Jun. 26, 2020 at 12:08 p.m. ET",PROCESSED,Investors shouldn’t get carried away with momentum stocks while this negative pattern persists,Investors shouldn’t get carried away with momentum stocks while this negative pattern persists... ,English,0.38528746,-0.400000006,negative
"Jun. 26, 2020 at 12:12 p.m. ET",PROCESSED,The Stock Market Is Set for One of Its Best Quarters in Decades. Time to Prepare for the Worst.,The Stock Market Is Set for One of Its Best Quarters in Decades... Time to Prepare for the Worst... ,English,0.14433736,-0.067999959,negative
"Jun. 26, 2020 at 12:43 p.m. ET",PROCESSED,"Ford Launched a New F-150, but Lordstown’s EV Pickup Got the Love. Here’s Why.","Ford Launched a New F-150, but Lordstown’s EV Pickup Got the Love... Here’s Why... ",English,0.1301379,0,neutral
"Jun. 26, 2020 at 2:05 p.m. ET",PROCESSED,Tesla Delivery Estimates Are Rising. It Could Be Bad for the Stock.,Tesla Delivery Estimates Are Rising... It Could Be Bad for the Stock... ,English,0.18993182,-0.75,negative
"Jun. 26, 2020 at 6:30 a.m. ET",PROCESSED,Another Electric-Truck Stock Is Coming. How It’s Different Than Nikola.,Another Electric-Truck Stock Is Coming... How It’s Different Than Nikola... ,English,0.25173393,0,neutral
"Jun. 26, 2020 at 6:39 a.m. ET",PROCESSED,Tesla stock price target raised to $900 from $850 at Deutsche Bank,Tesla stock price target raised to $900 from $850 at Deutsche Bank... ,English,0.18001567,0,neutral
"Jun. 26, 2020 at 6:48 a.m. ET",PROCESSED,"Tesla's stock price target raised at Deutsche Bank ahead of deliveries, production update","Tesla's stock price target raised at Deutsche Bank ahead of deliveries, production update... ",English,0.18037608,0.449999958,positive
"Jun. 26, 2020 at 7:04 p.m. ET",PROCESSED,How Nvidia Went From Gaming to AI to Riding With Mercedes,How Nvidia Went From Gaming to AI to Riding With Mercedes... ,English,0.16380212,0,neutral
"Jun. 26, 2020 at 8:19 p.m. ET",PROCESSED,The Dow Just Had a Very Bad Week. It Could Get Worse.,The Dow Just Had a Very Bad Week... It Could Get Worse... ,English,0.15610476,0,neutral
"Jun. 26, 2020 at 8:22 a.m. ET",PROCESSED,Bank Stocks Drag on the Dow. Virgin Galactic Takes Off.,Bank Stocks Drag on the Dow... Virgin Galactic Takes Off... ,English,0.1699135,0,neutral
"Jun. 26, 2020 at 8:52 a.m. ET",PROCESSED,"Another EV Maker Deserves A Big Dollar Valuation, Says Cowen","Another EV Maker Deserves A Big Dollar Valuation, Says Cowen... ",English,0.10058139,0,neutral
"Jun. 26, 2020 at 9:13 p.m. ET",PROCESSED,Covid Changed the Definition of Corporate Leadership. Meet Barron’s New Top CEOs.,Covid Changed the Definition of Corporate Leadership... Meet Barron’s New Top CEOs... ,English,0.16602352,0,neutral
"Jun. 26, 2020 at 9:28 p.m. ET",PROCESSED,"Pandemic or Not, Elon Musk Is Revolutionizing Two Industries","Pandemic or Not, Elon Musk Is Revolutionizing Two Industries... ",English,0.19462536,-0.600000024,negative
"Jun. 27, 2005 at 6:44 p.m. ET",PROCESSED,Weighty matters,,English,0.9994792,0,neutral
"Jun. 27, 2007 at 6:28 p.m. ET",PROCESSED,In focus: A volatile trading range,In focus: A volatile trading range... ,English,0.0963383,-0.720000029,negative
"Jun. 27, 2013 at 1:58 p.m. ET",PROCESSED,Six stocks on the move,Six stocks on the move... ,English,0.17254783,0,neutral
"Jun. 27, 2016 at 1:17 p.m. ET",PROCESSED,"Charts say Brexit bottom not in, but plenty of opportunities developing","Charts say Brexit bottom not in, but plenty of opportunities developing... ",English,0.12362287,0.649520278,positive
"Jun. 27, 2016 at 11:06 a.m. ET",PROCESSED,"S&P, Dow extend downdraft, venture under the 200-day average","S&P, Dow extend downdraft, venture under the 200-day average... ",English,0.19219166,0,neutral
"Jun. 27, 2016 at 5:14 p.m. ET",PROCESSED,SolarCity names 'special' committee to evaluate Tesla offer,SolarCity names 'special' committee to evaluate Tesla offer... ,English,0.13298778,0,neutral
"Jun. 27, 2017 at 3:46 p.m. ET",PROCESSED,Here’s Why Tesla Needs Its Own Streaming Service,Here’s Why Tesla Needs Its Own Streaming Service... ,English,0.6703065,0,neutral
"Jun. 27, 2018 at 11:33 a.m. ET",PROCESSED,"S&P 500 rallies to retest the breakdown point (2,742) from underneath","S&P 500 rallies to retest the breakdown point (2,742) from underneath... ",English,0.16094688,0.600000024,positive
"Jun. 27, 2018 at 2:16 p.m. ET",PROCESSED,Elon Musk says Tesla analyst at Goldman Sachs is in for a ‘rude awakening :)’,Elon Musk says Tesla analyst at Goldman Sachs is in for a ‘rude awakening :)’... ,English,0.11478925,-0.150000006,negative
"Jun. 27, 2018 at 6:43 a.m. ET",PROCESSED,Tech stocks and this momentum indicator are at their coziest since just before dot-com bust,Tech stocks and this momentum indicator are at their coziest since just before dot-com bust... ,English,0.2024797,0.612500012,positive
"Jun. 27, 2018 at 7:54 a.m. ET",PROCESSED,Elon Musk teases Tesla pickup truck in Twitter exchange,Elon Musk teases Tesla pickup truck in Twitter exchange... ,English,0.10108998,0,neutral
"Jun. 27, 2018 at 9:06 a.m. ET",PROCESSED,Here’s why WWE’s soaring stock still has room to run,Here’s why WWE’s soaring stock still has room to run... ,English,0.27439302,0.533333182,positive
"Jun. 27, 2018 at 9:36 a.m. ET",PROCESSED,"‘Hot’ money is flowing into Netflix, Facebook and Amazon again","‘Hot’ money is flowing into Netflix, Facebook and Amazon again... ",English,0.16847594,0,neutral
"Jun. 27, 2019 at 11:18 a.m. ET",PROCESSED,"Crypto investors favor this stock over any other, and it’s not even close","Crypto investors favor this stock over any other, and it’s not even close... ",English,0.27084526,0.467826009,positive
"Jun. 27, 2019 at 11:22 a.m. ET",PROCESSED,Shocker: The S&P 500 is underperforming the stock market,Shocker: The S&P 500 is underperforming the stock market... ,English,0.16421583,-0.522985816,negative
"Jun. 27, 2019 at 11:48 a.m. ET",PROCESSED,Tesla Bears Pile On as the Second Quarter Comes to a Close,Tesla Bears Pile On as the Second Quarter Comes to a Close... ,English,0.12532364,0,neutral
"Jun. 27, 2019 at 11:52 a.m. ET",PROCESSED,"Charting a late-month holding pattern, S&P 500 maintains major support (again)","Charting a late-month holding pattern, S&P 500 maintains major support (again)... ",English,0.10361231,0,neutral
"Jun. 27, 2019 at 12:15 p.m. ET",PROCESSED,"Buy Car Stocks Now, but Not Tesla, Analyst Says","Buy Car Stocks Now, but Not Tesla, Analyst Says... ",English,0.4312998,0,neutral
"Jun. 27, 2019 at 4:01 a.m. ET",PROCESSED,A China trade deal could cancel Federal Reserve interest-rate cuts,A China trade deal could cancel Federal Reserve interest-rate cuts... ,English,0.10860066,0,neutral
"Jun. 27, 2019 at 4:19 p.m. ET",PROCESSED,S&P 500 chart remains bullish despite recent pullback,S&P 500 chart remains bullish despite recent pullback... ,English,0.19872941,0.131064504,neutral
"Jun. 27, 2019 at 5:38 p.m. ET",PROCESSED,Elon Musk's SpaceX seeking more capital: report,Elon Musk's SpaceX seeking more capital: report... ,English,0.27350652,0,neutral
"Jun. 27, 2019 at 6:00 a.m. ET",PROCESSED,Moves to Make Before the Fed Meets,Moves to Make Before the Fed Meets... ,English,0.16799511,0,neutral
"Jun. 27, 2019 at 8:48 a.m. ET",PROCESSED,Startups have these four key advantages over larger competitors,Startups have these four key advantages over larger competitors... ,English,0.37200826,0.49000001,positive
"Jun. 27, 2020 at 12:01 a.m. ET",PROCESSED,Tesla Is Still the Car Company to Beat. Just Ask Mercedes.,Tesla Is Still the Car Company to Beat... Just Ask Mercedes... ,English,0.16712242,0,neutral
"Jun. 27, 2020 at 12:29 p.m. ET",PROCESSED,Bad news is punishing stock market investors — here’s how to deal with it,Bad news is punishing stock market investors — here’s how to deal with it... ,English,0.17094658,-0.625,negative
"Jun. 27, 2020 at 3:14 p.m. ET",PROCESSED,Day-trading reality check: humans are poor investors and even worse traders,Day-trading reality check: humans are poor investors and even worse traders... ,English,0.23434336,-0.49000001,negative
"Jun. 28, 2005 at 2:35 p.m. ET",PROCESSED,ETFs soak up cash in May,ETFs soak up cash in May... ,English,0.1096004,0,neutral
"Jun. 28, 2006 at 5:48 p.m. ET",PROCESSED,In focus: Waiting for the Fed,In focus: Waiting for the Fed... ,English,0.1295721,0,neutral
"Jun. 28, 2010 at 10:55 a.m. ET",PROCESSED,S&P 500 revisits the flash-crash low,S&P 500 revisits the flash-crash low... ,English,0.16762385,-0.449999988,negative
"Jun. 28, 2013 at 10:59 a.m. ET",PROCESSED,Major U.S. benchmarks balk at the 50-day average,Major U.S. benchmarks balk at the 50-day average... ,English,0.19761956,0,neutral
"Jun. 28, 2015 at 1:59 p.m. ET",PROCESSED,Video: SpaceX explosion delivers blow to Elon Musk’s ambitions,Video: SpaceX explosion delivers blow to Elon Musk’s ambitions... ,English,0.12659934,0.599666655,positive
"Jun. 28, 2016 at 1:09 p.m. ET",PROCESSED,Charting a bearish technical shift in the stock market in Brexit aftermath,Charting a bearish technical shift in the stock market in Brexit aftermath... ,English,0.10943465,-0.45168519,negative
"Jun. 28, 2016 at 1:36 p.m. ET",PROCESSED,Tech giants see slight stock bump but post-Brexit future remains uncertain,Tech giants see slight stock bump but post-Brexit future remains uncertain... ,English,0.59840566,-0.579894245,negative
"Jun. 28, 2016 at 12:26 p.m. ET",PROCESSED,Charting a bearish technical shift amid Brexit aftermath,Charting a bearish technical shift amid Brexit aftermath... ,English,0.0918241,-0.45168519,negative
